	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
TCGA-CQ-6220	0.140229394719135	0.0783827769385848	0.137985309992157	0	0	0	0	0	0	0	0	0	0.368323025027468	0	0.0611442268603629	0	0	0	0	0	0	0	0	0	0	0.0996261658054686	0	0	0	0
TCGA-BA-4074	0	0	0	0	0	0	0	0	0	0	0	0	0.0733946846117895	0	0	0.507339938508238	0	0	0.169872507829351	0	0	0	0	0	0	0	0	0	0	0.186473418890871
TCGA-RS-A6TO	0.172923738717643	0.196280131739546	0	0	0	0	0	0	0	0	0	0	0.183031780958147	0	0	0.360871066229746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6945	0	0	0	0.231510787742207	0.274176951126245	0	0.0942327378962035	0	0	0	0	0.090385561542597	0	0	0	0	0	0	0.0939416867984735	0	0	0	0	0	0	0	0	0	0	0
TCGA-HD-A633	0.0656285287492854	0.256658625063927	0	0	0	0	0.0738041643641891	0	0	0	0	0	0.202553730911301	0	0	0	0	0.164111950766216	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-6228	0.0894589773390672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677338724803312	0	0	0.141717542790643	0	0	0	0	0	0	0	0	0	0	0
TCGA-D6-6517	0.141320476477118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.733081841576976	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080066253274725
TCGA-CV-7415	0.12154524385706	0.144806280683833	0	0	0	0	0	0	0	0	0	0	0.24473027921432	0	0	0.437214218089215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A6K2	0	0.48689059569554	0	0	0	0	0	0	0	0	0	0	0.437000682948873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UF-A718	0.244133743374055	0	0.295625419165538	0.0865689831153799	0	0	0.113802768637035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105339266872483	0.0679052682917434	0	0	0	0	0	0	0	0
TCGA-CN-5360	0	0	0	0.541358207302558	0.123572395110756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0794537981728621	0	0	0	0	0.0785475342952108	0	0	0	0	0
TCGA-IQ-A61G	0	0	0	0	0.404111908925141	0.0880982880672894	0	0.231484812991079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101342715479069
TCGA-QK-A8ZB	0.139554295422643	0	0.156901273790177	0	0	0	0	0	0	0	0.10451839587162	0	0.285153503607802	0	0	0	0	0	0	0	0.0608932035052092	0	0	0	0	0	0	0	0.071692431487985	0
TCGA-CV-A6JT	0.248320747528848	0.136185750388536	0.134889184843606	0	0	0	0	0	0	0	0	0	0.0812512376312516	0.0792816217513701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17444649385453
TCGA-QK-A6II	0.0655958548758952	0.114336522298111	0	0	0	0	0	0	0	0	0	0	0.418131101684728	0	0	0.319847352056394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IQ-A61H	0.108207367865425	0.133172044582724	0.102612801366382	0	0	0	0.0783677173414377	0	0	0	0	0	0.231638321813946	0	0	0.268595598214504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-A4C7	0	0.0937642840267718	0	0	0.355699810133207	0	0	0.0878895634860774	0	0	0.0760496968274559	0	0.13982678727336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0960768226395141
TCGA-CR-6477	0.120185303797132	0.0932153972669463	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757309338855278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-6010	0	0	0.370957081751739	0.220742190891138	0	0	0	0	0	0	0	0.0688031574047521	0	0.0762810146603425	0	0	0	0	0	0	0	0	0	0	0	0	0.147707230499571	0	0	0
TCGA-CN-6996	0.14804740433444	0.168056441123993	0.105354924074589	0	0	0	0	0	0.0717447917457682	0	0	0	0.228891022843242	0	0	0	0.0929743882630532	0	0	0	0	0	0	0	0	0.116611546370756	0	0	0	0
TCGA-CV-A6JY	0.302159506636602	0.0782868853959648	0	0.0620128073451978	0	0	0.11799069793302	0.0613436196819271	0	0	0	0	0	0	0	0	0	0	0	0	0.135064948872599	0	0	0	0	0.0853831988073847	0	0	0	0
TCGA-DQ-7592	0	0	0	0.0839704015627265	0.228439487985346	0.169823256188351	0.101148778196215	0	0	0	0	0	0.121837488409611	0	0	0	0	0	0	0	0	0	0	0	0	0.139716095991453	0	0	0	0
TCGA-CV-6936	0.0747402402096781	0.327653449266978	0.123964516648161	0	0	0	0	0	0	0	0	0	0.290554489817188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-6480	0	0.500095891331104	0	0	0.143144440735721	0	0	0	0	0	0	0	0.279097163769915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-5367	0.125273514964325	0	0.141346214936474	0	0	0	0	0	0	0	0	0	0	0	0	0.473309796651507	0	0	0	0	0	0	0	0	0	0.222547706223944	0	0	0	0
TCGA-CQ-A4CE	0.381918733942362	0.10110742114049	0	0	0.122066392893302	0	0	0	0	0	0	0	0	0	0	0	0	0.267492923806721	0	0	0	0	0.0622544895001436	0	0	0	0	0	0	0
TCGA-CN-5355	0.0978082208815414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537066470846348	0	0.0824781678064668	0	0	0	0	0	0	0.220648837402745	0	0	0	0	0
TCGA-CV-7247	0.115560356772957	0.204922083208596	0.111904473541849	0	0	0	0	0	0.264149142209087	0	0	0	0.104241840939705	0	0	0	0	0	0	0	0	0	0	0.0787277471984284	0	0	0	0	0	0
TCGA-CR-7380	0.289660369432092	0	0	0.0918719421124164	0	0.0733800002868744	0	0	0	0.0644296545357209	0	0	0.0703389417781387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323282794565887
TCGA-UF-A71D	0	0	0.15549483154187	0.202713612741435	0	0	0	0	0	0	0	0	0	0	0	0.21866419046313	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236847435446621
TCGA-BA-6868	0	0.119676083510581	0	0	0	0	0	0	0	0	0	0	0.181623028743791	0	0	0.563330049604235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7424	0.130708964064685	0.139374087429982	0.221166329973761	0	0	0	0	0	0	0	0	0.125594402663719	0.173469973109395	0	0	0	0	0	0	0	0	0	0.0634023168227366	0	0	0	0	0	0	0
TCGA-CV-A6JE	0	0.0743593067514874	0	0	0	0	0	0	0	0	0	0	0.266898239188222	0	0	0.526527393952534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7183	0.334126456514279	0.127135128055672	0	0	0	0	0.134411172517378	0.0809861944548693	0	0	0	0	0	0	0	0	0	0.0610354747539803	0	0	0	0	0	0	0.0937273729314605	0	0	0	0.164863624871246	0
TCGA-CV-5443	0.343400154447204	0.113653667070921	0	0	0.109180796769172	0	0.0686540263818576	0.126632719321121	0	0	0	0	0	0.0905667119530406	0	0	0.0626041649353697	0.0616872253416244	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-A4CD	0.0933721703219463	0.114366182916643	0	0	0	0	0	0	0	0	0	0	0.524570245182483	0	0	0	0	0	0	0	0	0	0	0	0	0.0694062596696905	0	0	0	0.0670659189383584
TCGA-CV-6933	0.0816474337063836	0	0	0	0	0	0	0	0	0	0	0	0.119084143296717	0	0	0.679546126446413	0	0	0	0	0	0.0621786421477613	0	0	0	0	0	0	0	0
TCGA-CN-6995	0	0.0798834662586549	0	0.202830906860489	0.162807148877022	0	0	0.174215445011594	0	0	0	0	0	0	0	0.251280785112516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7401	0.130764975708089	0	0	0	0	0	0.110292348438846	0	0	0	0	0	0.0667901800094363	0	0	0.374944496532351	0	0	0.215210187382614	0	0	0	0	0	0	0.0741206466242222	0	0	0	0
TCGA-KU-A66T	0.208099037424774	0.117078523265215	0.420764532636576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A45O	0.0899881936412515	0.521303619573293	0.0828715115646251	0	0	0	0	0	0	0.0645449089055719	0	0	0.224479575016413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7236	0.518820046489178	0.122061355747148	0	0	0	0.0756238420840836	0	0	0	0	0.167228033348171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116266699291897	0
TCGA-CR-7374	0	0.106140930402069	0.0942897964251444	0.120143664917441	0	0	0	0.0747919997017107	0	0	0	0	0.221171399392349	0	0	0.131729009642212	0	0.0802945826032262	0	0	0	0	0	0	0	0	0	0	0	0.0701906367770909
TCGA-CV-A6JD	0.329697952969498	0.0946381857655893	0	0	0	0	0	0	0	0.128155510698645	0	0.150272946906167	0	0	0	0	0	0.0689375111522607	0	0	0.0924371215961961	0	0	0	0	0	0	0	0	0
TCGA-CV-5436	0.0808989854083435	0.121410633169066	0	0	0	0	0	0	0	0	0	0	0.0980703255162755	0	0	0.630696071128808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7407	0.0990532679835507	0	0.0817300889471021	0	0	0	0.179969882273963	0	0	0	0	0	0	0	0	0.51956834507098	0.0673035121484867	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CX-A4AQ	0.125591650391849	0.123912137062395	0	0	0	0	0	0	0	0	0	0	0.0906064906957619	0	0	0.477969509706424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-5365	0	0.141212245040393	0.419261589871987	0	0	0	0	0	0	0.136878867373789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0993253147156252	0	0
TCGA-MT-A67D	0	0	0	0	0.187420494875955	0	0.0926308209496453	0.214127428416732	0	0	0.128641122239283	0	0	0	0	0.0841414032454048	0	0	0.23540340426062	0	0	0	0	0	0	0	0	0	0	0
TCGA-UF-A7JT	0.0837140719430729	0.198464199157727	0	0	0	0	0	0	0	0	0	0	0.37730272032389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231238552581155
TCGA-CV-7243	0.218742694617397	0.312533331115324	0	0	0.250498669688853	0	0	0.061436494736843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DQ-5624	0.0607290256383307	0.338918273982262	0	0	0	0	0	0	0	0.063062085217221	0	0	0.263410979756656	0	0.0710701884769914	0	0	0	0	0	0	0	0	0	0	0.103600115801601	0	0	0	0
TCGA-CR-7382	0.348379478514727	0	0	0	0	0	0.124231785670731	0	0	0	0	0	0.246449036122415	0	0	0	0	0	0.202862654423579	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7177	0.0927558007222892	0	0.0789287640187184	0	0	0	0.15664173015254	0	0	0	0	0	0.278063443409406	0	0	0.252870718806508	0	0	0	0	0	0	0	0.0667200219844825	0	0	0	0	0	0
TCGA-CN-A63U	0	0	0.0608813832885617	0.285557678286719	0.0971823657091707	0	0	0.112142233886213	0	0	0	0	0	0	0	0.29054906883365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6959	0.218763191915001	0	0.110327432541399	0	0	0	0	0	0	0	0	0	0.129071352618092	0.066259401140338	0	0.144330664699661	0	0.100459333480057	0	0	0	0	0.0601997769007343	0.0677048482623924	0	0	0	0	0	0
TCGA-CN-5369	0	0.244965174852269	0	0	0	0.210918881802975	0	0	0	0	0	0	0.26366748779057	0	0	0	0	0	0	0	0.0874843112134584	0	0	0	0	0	0	0	0	0
TCGA-UF-A71E	0.218071883126471	0	0	0.0910323231774407	0	0	0.0830124910849051	0.0664972387370411	0	0	0	0	0	0	0	0.454565925087993	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A45W	0	0.0746148803221986	0.116334848187913	0.481876456434179	0	0	0	0	0	0	0	0	0	0	0	0.180060180003009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7252	0	0.166830412332364	0	0	0	0	0.155520888827313	0	0	0	0	0	0.154204995947785	0	0	0	0	0.169066436647876	0.154306913664921	0	0	0	0	0	0	0	0	0	0	0.130090240214426
TCGA-CR-6478	0	0.3625485557232	0	0	0	0	0	0	0	0	0.0664455393113021	0	0	0	0	0.387443827095832	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183562077869666
TCGA-CN-6020	0.0769032848763757	0.150233073012553	0	0	0	0	0	0.140486040127591	0	0	0	0	0.0726441954560167	0	0	0.458515802346905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-6471	0.192403389794071	0.060403872754854	0.158447711643666	0	0	0	0.096215141256149	0	0	0	0	0	0	0	0	0.394142628232365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7263	0.194421815116861	0.0699634513421453	0	0	0	0	0	0.107346701468013	0	0	0.164886835428422	0	0	0	0	0.4535868686187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DQ-5631	0.220127966386858	0.0996532749846051	0	0	0.269785133728866	0	0.109966421577294	0	0	0	0	0	0.077951068570213	0	0	0	0	0.0666932798054363	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BB-8596	0	0.0629662322520244	0	0	0	0	0	0	0	0	0.144058792843719	0	0.342352372559188	0	0	0.347071946599343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-A63T	0	0	0	0.299773698577307	0	0	0	0	0	0	0	0.0826594380716641	0	0	0	0.242713975487873	0	0	0	0	0	0	0	0	0.0744887929946699	0	0	0	0	0
TCGA-QK-A6V9	0.421863345864753	0.07779181770409	0	0	0	0	0.200804263084596	0	0	0	0	0	0.149467782203937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0799983278554018	0
TCGA-CR-7367	0.142277153433632	0.076417674095761	0	0	0	0	0	0.155524901377223	0	0	0	0	0	0	0	0.342169374281561	0	0.0755657570449876	0	0	0	0	0	0	0	0	0	0	0	0.0621822657109923
TCGA-CV-5973	0.396984865992007	0	0	0	0	0	0.0928648105653094	0	0	0	0	0	0.090235333698855	0	0	0	0	0.128386336311135	0	0.0905005375667214	0	0.0986124833859093	0	0	0	0	0	0	0	0
TCGA-CN-5373	0.162403480131623	0.14881818906721	0	0	0.0708621399578366	0	0	0	0	0	0	0	0	0	0	0.493035489034325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UF-A71B	0.0677053704182396	0.0879983972326616	0	0	0	0	0	0	0	0	0	0	0.0716462844061865	0	0	0.673063906689182	0	0	0.0787440283629286	0	0	0	0	0	0	0	0	0	0	0
TCGA-T3-A92M	0	0.225721915726574	0	0	0	0	0	0	0	0	0	0	0.468174919320005	0	0	0.134231951370483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A45Q	0.119317854187025	0.222359922558657	0.16593585657387	0	0	0	0	0	0	0	0	0	0.322649425686881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MZ-A7D7	0	0.183378695626248	0	0	0	0	0	0	0	0	0	0	0.308544637934082	0	0	0.48968410877087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D6-A6EK	0	0	0	0	0	0	0	0	0	0	0.101077506513798	0	0	0	0	0.580282236681324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-A4CG	0.120453636798932	0	0.113629781621451	0	0	0	0.113601991956278	0	0.0688893598533526	0	0	0	0	0	0	0	0	0.232944292915579	0	0.110260182233941	0	0	0	0	0	0	0	0	0	0.118061469199326
TCGA-CV-7427	0	0.45841620716371	0	0	0	0	0	0	0	0	0	0	0.535080108498527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4727	0	0	0.117800009723525	0.287425291221021	0	0	0	0.153548513401849	0	0	0	0	0	0	0	0.106611640000643	0	0.0957743458855791	0	0	0	0	0	0	0.0734609960000679	0	0	0	0	0.12452253063403
TCGA-BB-A5HZ	0	0.099521000227837	0.175953483432843	0	0.0920481349283844	0.148534740399706	0	0	0	0	0	0	0	0	0	0	0	0.173175925178936	0	0	0	0	0	0	0	0	0	0	0	0.141862609317032
TCGA-BA-A6D8	0.0723001475573852	0	0	0	0.397055684188893	0	0	0	0	0	0	0	0.0819358348015394	0	0	0.276242332133902	0	0	0	0	0	0	0	0	0.060820858447505	0	0	0	0	0
TCGA-CQ-6222	0.441275987753297	0	0	0	0	0	0.120362113354708	0	0	0	0	0	0	0	0	0.438361879762993	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7369	0	0.0939231738897885	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665141873316025	0	0	0.135738608153422	0	0	0	0	0	0	0	0	0	0	0
TCGA-T2-A6WZ	0.155031413324226	0	0	0	0	0	0	0.135875933287277	0	0	0	0	0.206864003727442	0	0	0.372059988228214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-6023	0	0.202552739791442	0.28224763225191	0	0	0	0	0	0	0	0	0	0.168505802677212	0	0	0.137149199010609	0	0	0.0727428287845484	0	0	0	0	0	0	0.0975717327070362	0	0	0	0
TCGA-DQ-7588	0	0.125741177819934	0	0	0	0	0	0	0	0	0	0	0.178674711039401	0	0	0.662811484780007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7416	0.238365681843746	0.242047298759301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105881218984705	0	0.136944019915958	0	0	0	0	0.146567979459093	0	0	0	0	0	0
TCGA-QK-A8Z9	0	0	0	0	0.350672264169069	0	0.0817798818141881	0	0	0	0	0	0.102754338922024	0	0	0.361229399676295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D6-A6ES	0.0786278477672685	0.180740136627302	0	0	0	0	0	0	0	0	0	0	0.483039745237876	0	0	0.137900529866807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-A4IH	0.128714305371492	0.093339859951682	0.42486213960489	0	0	0	0	0	0	0.108715138555082	0	0	0	0	0	0.0804729459601859	0	0	0	0	0	0	0	0	0	0	0	0	0.0949005728424865	0
TCGA-CQ-6224	0.425950680310142	0	0	0	0	0	0.127128662845466	0	0	0	0.0936787094339684	0	0	0	0	0.171543887047152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15458581290686
TCGA-CR-6472	0	0.362725405759252	0.0781905800036642	0	0	0	0	0	0	0	0	0	0.53141168534727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-6024	0	0	0	0	0.0906859591967559	0	0	0	0	0	0	0	0	0	0	0.633202256366219	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108572719369376
TCGA-D6-A4ZB	0.0887293682039208	0.0722215162811455	0.0839246511798641	0	0	0	0	0.0828722443787429	0	0	0	0	0.456761147865938	0	0	0.0973667106858291	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0808350968166798
TCGA-CN-A497	0	0	0.0651569035927557	0.375013814535069	0	0	0	0.180227941425258	0	0	0	0	0	0	0	0.24104353449633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DQ-5625	0	0.135039405290635	0	0	0	0	0	0	0	0	0	0	0.301820197786844	0	0	0.500349854229857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UF-A7JV	0	0.342254048167134	0	0	0	0	0	0.0976513102031033	0	0	0	0	0.301732443663369	0	0	0	0	0	0	0	0	0	0	0	0.170731036798088	0	0	0	0	0
TCGA-F7-A50I	0	0	0	0.0621602880336752	0.329593825927325	0	0	0	0	0	0	0	0	0	0	0.212311099831142	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107835008141076
TCGA-CV-6955	0.13775333821573	0.11205807750637	0	0	0.223017619766513	0	0	0	0	0	0	0	0.175664640603428	0	0	0	0	0	0	0.0691726313338634	0	0	0	0	0	0	0	0	0	0.0897068653446736
TCGA-CQ-5327	0.160296166567394	0.44059792329948	0	0	0	0	0	0	0	0	0	0	0.380902532045277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-4075	0.0655292315946381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848020832369471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-P3-A6T4	0	0.165860995446393	0	0	0	0	0	0	0	0	0	0	0.322218689508894	0	0	0.454953910071294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-5333	0.130850140353147	0.285684904196061	0	0	0	0	0	0	0	0	0	0	0.308610321042645	0	0	0.0651422916925974	0	0.119104267327693	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-WA-A7H4	0.113730391977681	0.067279806797857	0	0	0	0	0	0	0	0	0	0	0.293432319437611	0	0	0.478505249832364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MT-A51X	0.559725035965549	0	0	0	0	0	0	0.104836316863473	0	0	0.132680527789434	0	0.0947430142308856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0842027824891944	0
TCGA-BA-5559	0.232021775245946	0.0884536366006991	0	0	0.194806161619756	0	0	0.175847598235355	0	0	0	0	0.180942823612762	0	0	0	0	0.0683440409340122	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D6-A6EO	0	0	0.232640667196978	0	0	0	0.0768071499641815	0.124038590429898	0	0	0	0	0	0	0	0.170856758091263	0	0	0.189465116187284	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-A640	0.204079438676321	0.285795209325431	0	0	0	0	0	0	0	0	0	0	0.198339655059085	0	0	0	0	0	0	0	0	0	0	0	0	0.0796592446221582	0	0	0	0
TCGA-H7-A6C5	0.126936632023451	0	0	0.13859508122271	0	0	0.0639504437592715	0.185842918408206	0	0	0	0.0892241334918571	0	0.100081343910438	0	0.116559848500659	0	0	0	0	0.0731041210620136	0	0	0	0	0	0	0	0	0
TCGA-F7-A61V	0	0.154752421207774	0	0	0	0	0	0	0	0.0884714006495993	0	0	0.124909195418523	0	0	0.405124013974531	0	0.126872027006516	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-7068	0.232058963393955	0.224129967544766	0	0	0	0	0.0937508496215672	0	0	0	0	0	0.192342195037991	0	0	0	0	0	0	0	0	0	0	0	0	0.0884899404302506	0	0	0	0
TCGA-D6-A6EN	0.215951750222599	0.184967852533598	0	0	0.228316599250293	0	0	0	0	0	0	0	0.0633162459718813	0	0	0	0	0.0906661475170258	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7368	0	0.254666231477584	0	0	0	0	0.0606131048768239	0	0	0	0	0	0.26914650230071	0	0	0.372187641230744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7430	0	0.0752138488986098	0.15317626792841	0	0	0	0	0	0	0	0	0.16415379339292	0	0	0	0	0	0	0	0	0	0	0	0	0.186670498130687	0	0	0	0.067748314741516	0.145416782738302
TCGA-D6-A4Z9	0.138268179783073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773244359230092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BB-7870	0	0	0	0.157016953472561	0	0	0	0.200607002869904	0	0	0	0	0	0	0	0.336220986240467	0	0	0.134698365892922	0	0	0	0	0	0	0	0	0	0.119070596329489	0
TCGA-CV-A468	0	0	0	0	0	0	0.68221742946777	0	0	0	0.150286876279285	0	0	0	0	0	0	0	0.152911153792878	0	0	0	0	0	0	0	0	0	0	0
TCGA-F7-A61S	0.187201051479949	0	0	0	0	0.0704977400364265	0	0.0708163563747428	0	0	0.0743154269494035	0	0	0	0	0.403018798169527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-H7-8501	0.0932505768786718	0.33300237092993	0	0	0	0	0	0.0710875323158846	0	0	0.0774293714401007	0	0.325521615549416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7180	0.217372971473996	0.0619529087637177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615014274054415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6003	0.317530671050829	0.215745324563789	0	0	0	0	0	0	0	0	0	0	0.198772361852795	0	0	0.0952255126464673	0	0.103515964839377	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4736	0.120573057119379	0	0	0	0	0	0	0.417105263841192	0	0	0.118734219609535	0	0	0	0	0.216353687706963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BB-A6UO	0	0.0754456901898364	0	0	0	0	0	0	0	0	0	0	0	0	0	0.815267985013967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7091	0.0900176267209484	0.0866897102114966	0.0886807323488416	0	0	0	0	0	0	0	0	0	0	0	0	0.611730806464389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6941	0	0.0694709878080564	0.202324935660357	0	0	0	0	0.172286392455298	0	0	0.11724538944879	0	0	0	0	0.107267406072189	0	0	0.19411055967085	0	0	0	0	0	0	0	0	0	0	0
TCGA-HD-7832	0.0620136023653662	0.0934301057647492	0	0	0	0	0.221664701258658	0	0	0	0	0	0	0	0.0896448916237236	0.494851842862908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-5435	0.0864551098208862	0.0721139600896994	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762825177663433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7446	0	0.107039189311193	0.121117845849336	0	0	0	0	0	0	0	0	0	0.179578422533487	0	0	0.323604777190395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0940425353972418
TCGA-UF-A7JO	0.248844076635673	0.237575562492789	0	0	0	0	0	0	0	0	0	0	0.324814188132282	0	0	0.0922189435273832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6942	0.072937914329556	0.197453469806604	0	0	0	0	0	0	0	0	0	0	0.516242879311466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0776323683061308	0
TCGA-CX-7219	0	0.242320668992249	0	0	0.231815078298864	0	0	0	0	0	0.0696547429609881	0	0.133912911223982	0	0	0.09067320347291	0	0	0.131378684813195	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-A63V	0.441249065204907	0	0.144385629610629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115151975100124	0	0	0	0	0	0	0	0	0	0	0	0.198595729448533
TCGA-CN-6012	0.115772360739401	0.0936275921391886	0	0	0	0	0	0	0	0	0	0	0.222638865461212	0	0	0.240656564785611	0	0	0	0	0	0	0	0.110920070415769	0	0.104059693282301	0	0	0	0
TCGA-BB-A5HU	0	0.363529994203047	0	0	0.127384360509276	0	0	0	0	0	0	0	0.443534684725502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7365	0	0.219491888129741	0.0971578737067189	0	0	0	0	0	0	0	0	0	0.354456676460834	0	0	0.178555795112568	0	0	0	0	0	0	0	0	0	0.0898826294340676	0	0	0	0
TCGA-CR-7364	0	0	0.0738831352475266	0.332102041823625	0	0	0	0	0	0	0.0640431253136452	0	0	0	0	0.364166061428107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
