	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
TCGA-UF-A7JF	0.0909552117126958	0	0	0	0	0	0	0	0	0	0	0	0.0689342447481497	0	0	0.659143254129176	0	0	0	0	0	0	0	0	0	0	0	0	0.0848856413531336	0
TCGA-CR-7379	0.27426026985325	0.0811129467907675	0.322377866801683	0	0.0785375968469321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792117655879817	0	0	0	0	0.101116980575573
TCGA-CV-6441	0	0.214857761265725	0.203117336964935	0	0	0	0	0	0	0	0	0.0853667528156469	0.345614575758697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HD-7229	0.0612866472021599	0.087250668831329	0.257956564765037	0	0	0.15568331389449	0	0	0	0	0	0	0.154397798332227	0	0	0	0.0641194258708001	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A45R	0.365415192261768	0.114889422098263	0	0	0.0614264108321971	0	0	0	0	0	0	0	0	0	0	0.270950711779106	0	0.0622593797504576	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7422	0	0.0778508377985156	0.230594025463663	0	0	0.107696384548744	0	0	0	0.100121945948702	0	0.125339597927306	0.107553271499902	0	0	0	0	0	0	0	0	0	0	0.0977686939922313	0	0	0	0	0	0
TCGA-CR-6492	0	0.0950560959568387	0	0	0	0	0.0785875842774248	0	0	0	0	0	0	0	0	0.765908463763266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UF-A71A	0	0	0	0	0	0	0.113487247093987	0	0	0	0	0	0	0	0	0.676826281050803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4730	0	0.0983882765918153	0	0	0	0	0.112457802036453	0	0	0	0	0	0.310216873795998	0	0	0.435094765678187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-P3-A6SX	0	0	0	0	0	0	0	0	0	0	0	0	0.178798064567691	0.0747024138514042	0	0.695052416368596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7402	0	0	0	0.436605368870885	0	0	0	0.0916779824425962	0	0	0	0	0	0	0	0.226418367404965	0	0	0	0	0	0	0	0	0.0966706709644205	0	0	0	0	0
TCGA-CR-7394	0.153007656916009	0.26909782939704	0	0	0	0	0	0	0	0	0	0	0.205479624811117	0	0	0.141488214567255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230926674308579
TCGA-CN-6989	0	0.255257726638566	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639569937755422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HD-8314	0	0.399458125644147	0	0	0	0	0	0	0	0	0	0	0.188389270808408	0	0	0.0823251998912016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-7072	0	0	0.0935611132133608	0	0.0766176775675611	0	0	0	0	0.0888983132376401	0	0	0	0	0	0.381237783165564	0	0	0.10662090057998	0.0633840267286559	0	0	0	0	0	0	0	0	0	0
TCGA-MT-A67F	0	0.526232300238794	0	0	0	0	0	0	0	0	0	0	0.363015504216672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0690493625693751
TCGA-CN-5366	0.219849942252779	0.177359172893708	0	0	0	0	0	0	0	0	0	0	0.163190985905592	0	0	0.391716174634204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7435	0	0.161368158018502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72722441482888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-7071	0	0.344191608575482	0.0653807196190881	0	0	0	0	0	0	0	0	0	0.517245665690992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-H7-7774	0.216608394400825	0	0	0	0.189701807686812	0	0.0632760583544765	0.0863945566477872	0	0	0	0	0.0987205633399641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226659778874885
TCGA-CV-A45U	0	0.326135036559856	0.181076290205178	0	0	0	0	0	0	0	0	0	0.198011185633789	0	0	0.197672849333657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6962	0	0	0	0	0	0	0	0.295242722629825	0	0	0	0	0	0.102821190282916	0	0.350372586554526	0	0	0.0670906470617525	0	0	0	0	0	0	0	0	0.0824722202404753	0	0
TCGA-BA-6871	0.061132419467438	0.095596296413286	0.202036909614279	0	0	0	0	0	0	0	0	0	0.326756019363663	0	0	0.213191876740067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7371	0	0.070408018202884	0.1190867347085	0.0980317023125367	0	0	0.0819356787454766	0	0	0	0	0	0.315089224481396	0	0	0.0762826801119895	0	0	0	0	0	0.0648954020597859	0	0	0	0	0	0	0	0
TCGA-CR-7377	0.147806691918195	0.116985187595727	0	0	0	0	0	0	0	0	0	0	0.0803726572927033	0	0	0.553325075749649	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-P3-A6T3	0.0994217000930005	0.243760926373783	0	0	0	0	0	0	0	0.109501190780202	0	0	0.417796100031736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07258514158321
TCGA-CQ-5324	0.313602984551207	0.144282431944946	0	0	0.178549677230068	0	0	0	0	0	0.102425526146277	0	0	0	0	0	0	0	0.106322966565448	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-A6V6	0.181790801156995	0.277847669665975	0	0	0.230183508731398	0	0	0	0	0	0	0.189963233560517	0	0	0	0.0919133381640663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6953	0.210547061807916	0.140850707423194	0	0	0	0	0	0.109233305636044	0	0	0	0	0.174508874124645	0.107050993567231	0	0	0	0	0	0.070815504428536	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7425	0.266742101588541	0.142636362734921	0	0	0.154872539600036	0	0	0	0	0	0	0	0.1036296102954	0	0	0	0	0.0649295920242363	0	0	0	0	0	0	0.108780034415996	0	0	0	0	0
TCGA-CN-4731	0.1832746316934	0.062342455064953	0	0	0	0	0.0693421831398766	0	0	0	0	0	0.16896454706875	0	0	0.295860392616085	0	0	0	0	0	0	0	0	0.103061565093203	0	0	0	0	0
TCGA-CN-6022	0.127647823518416	0.260140372556294	0.325577994988373	0	0	0	0	0	0	0	0	0	0.15130784699829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-QK-A6IG	0.209589181834377	0.145166059404977	0	0	0	0	0.0925216749568713	0	0	0	0	0	0.352292978564209	0	0	0	0	0	0	0	0	0	0	0	0	0.0773102805067995	0	0	0	0
TCGA-D6-8569	0.101890770966998	0	0	0	0.24468528813309	0	0.0706752877971782	0	0	0	0	0	0	0	0	0.455513070402061	0	0.0669868286530141	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6950	0	0	0	0	0	0	0.111887973901477	0.0659054469771917	0	0.0802809916737568	0	0	0	0	0	0.665533787319153	0	0	0.0763918001284219	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7178	0.119093479810846	0.132027802082518	0.115066962752356	0	0.229960722029658	0	0	0	0	0	0	0.0707295246743643	0.112939713458976	0	0	0	0	0	0	0	0.0817581259337596	0	0	0	0	0	0	0	0	0
TCGA-H7-A76A	0	0.459963770637989	0	0	0	0	0	0.100871836998975	0	0.0699553419247431	0	0	0.29652637904785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5152	0	0.44060130702581	0	0	0	0	0	0	0	0	0	0	0.473062437085454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7370	0	0.0820886734566523	0	0.434886354376384	0	0	0	0	0	0	0	0	0.082446803950666	0	0	0	0	0.0655655983293271	0.143712545757556	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6937	0.111738440051899	0.105830368825051	0	0	0.204763386039839	0	0	0	0	0	0	0.186764122269679	0	0	0	0.163056353018074	0	0	0	0	0	0	0	0	0.0891676283665734	0	0	0	0	0
TCGA-D6-8568	0	0.0978647719346546	0.294723736973453	0	0	0	0	0.132495825465717	0	0	0	0	0	0	0	0.22740306130665	0	0	0	0	0	0	0.0906485683782802	0	0	0	0	0.0876149307154967	0	0
TCGA-CN-A49C	0.218158753485759	0.0971096081303525	0	0	0	0.0949786231499114	0.0689729696079584	0	0	0	0	0	0.0675792212475169	0	0	0.375096702837908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0771389298952972
TCGA-BA-A6DF	0.172191835371956	0.145076661129514	0.13968915128557	0	0.169034971767145	0	0	0	0	0.0983563679339667	0	0	0	0	0	0	0	0.124209022288735	0	0	0	0	0	0	0	0	0	0	0	0.0981812924243036
TCGA-TN-A7HJ	0	0.310552496263429	0	0	0	0	0	0	0	0	0	0	0.310691302257625	0	0	0	0	0	0	0	0	0	0	0	0	0.0725971319216854	0	0	0.0681848535779231	0.126043974864951
TCGA-CN-5356	0	0	0	0.137925641740348	0.406195288183611	0	0	0	0	0	0	0	0	0	0	0.312138109468732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HD-A6I0	0.254659305368643	0.142099931467121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110031435957186	0	0.141819505752338	0	0	0	0	0	0	0	0.164170847869019	0
TCGA-F7-8298	0	0	0	0	0	0	0	0	0	0	0	0	0.262057275581234	0	0	0.590884945209239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-6218	0.16496055580066	0.165865180350377	0	0	0	0	0	0	0	0	0	0	0.222564889127812	0	0	0.369719693213313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BB-A5HY	0	0.168773665066969	0.129899072987862	0	0	0	0	0	0	0	0	0	0.172527843009159	0	0	0.353301859208959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-A63W	0	0	0.10829180908567	0.378461744751863	0	0	0	0	0	0	0	0.149325190487299	0.109839748586012	0	0	0	0	0	0	0	0	0	0	0	0.0742057593673939	0	0	0	0	0
TCGA-CN-6018	0.227730884811978	0.191890732724396	0.152941931484068	0	0	0.0931251989032574	0	0	0	0	0	0	0.201564491735056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7438	0.187606523012041	0.111083630109342	0	0	0	0	0	0	0	0	0	0	0.24949041180124	0	0	0.41970007045252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A6JU	0	0	0.180269538467743	0	0	0	0	0	0	0	0	0	0	0	0	0.550910399805609	0	0	0	0	0	0	0.0735485366914517	0	0	0	0	0	0	0
TCGA-CV-7250	0	0	0	0.127015298702357	0.108332683352379	0	0.0730304686991369	0	0	0	0	0	0	0	0	0.262535557465718	0	0.0613838121384443	0.141796979152301	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7248	0	0.120052591683107	0.0655080229684542	0.375336380716118	0.264215969246042	0	0	0	0	0	0	0.0773938006981135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-5434	0.169319771863243	0.0609688279759407	0.199824748966995	0	0	0	0.0845094167939022	0	0	0	0	0	0	0	0	0.214738276441865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-QK-A8ZA	0.12460928886114	0.151930875145608	0	0	0	0	0	0	0	0	0	0	0.107346592336892	0	0	0.385981286188695	0	0	0	0	0	0	0	0.155296338461265	0	0	0	0	0	0
TCGA-CV-7432	0	0	0	0	0.212520161503911	0	0	0.165482341232629	0.126733804683892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157541809991614	0	0	0	0	0.131725503448938
TCGA-CV-A461	0	0	0.215061006261232	0.223324626908932	0	0	0	0.125347568713557	0	0	0	0	0	0	0	0.135141360440826	0	0.0603471048374449	0	0	0	0	0	0	0.0746867382802826	0	0	0	0	0.0938891429206681
TCGA-IQ-7632	0.266350070628722	0	0.162964455527203	0	0	0	0.112713509890057	0	0	0.0626880701601061	0	0	0	0	0	0.380633484603162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7102	0.135540031374981	0.232940676146764	0.189723737778687	0	0	0	0	0	0	0	0	0	0.291495030359977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BB-A6UM	0.520356574569086	0.0630412840022222	0	0	0	0	0	0	0	0	0	0.301552440172245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7399	0	0.0923768242113107	0	0.409178344619202	0	0	0	0	0	0	0	0	0.0618363828504374	0	0	0.196399699668853	0	0	0	0	0	0	0	0	0.0873588513398946	0	0	0	0	0
TCGA-CN-6011	0	0.354843306532805	0	0	0	0	0	0	0	0	0	0	0.438420908429832	0	0	0.175506257112847	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-6484	0	0.172454891155587	0	0	0	0	0	0	0	0	0	0	0.61848397808966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160768611366466
TCGA-P3-A6T7	0.128419598516222	0	0.0921825751826145	0	0	0	0	0	0	0	0	0	0.226024409397574	0	0	0.353078428728631	0	0	0	0	0	0	0	0	0	0.100622308465752	0	0	0	0
TCGA-F7-A622	0.174610649563871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.739069019255711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UF-A7JS	0.145888198643959	0	0.275886163692899	0	0	0	0	0	0	0	0	0.0815460385490179	0.207643244526208	0	0	0	0	0.0669811178065221	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IQ-A61K	0.13841922243001	0	0	0	0.0863948410156767	0.150168142301046	0.15120399797394	0	0	0	0	0	0	0	0	0	0	0.140937382341253	0	0	0.0736136209748971	0	0	0	0	0	0	0.0658330113735764	0	0
TCGA-CV-7089	0	0.253533464514128	0	0	0	0	0	0	0	0	0	0	0.350898483967711	0	0	0.395568051518161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MT-A67A	0.353446595408363	0.0911420657689721	0	0	0.251624536895284	0	0	0	0	0	0	0	0	0	0	0	0	0.114159343330849	0	0	0.0740118963134592	0	0	0	0	0	0	0	0	0
TCGA-MT-A51W	0	0.115236417894769	0	0	0	0	0	0	0	0	0	0	0.3146879289647	0	0	0.510451991257202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-6994	0.0936051886012279	0.104255895850232	0.392974679559967	0	0	0	0.0666518336291731	0	0	0	0	0	0.268449828167452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-F7-A620	0.114282131383401	0.152463708777533	0.23194965974316	0	0.299777176969965	0	0.0719904771790673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CX-7085	0.0906874081404831	0.372148846236328	0	0	0	0	0	0	0	0	0	0	0.462412070611555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7437	0.216819001539354	0.178583807215798	0	0	0	0	0	0	0	0	0	0	0.109847550737393	0	0	0.171696674141587	0	0	0.13679991163764	0	0	0	0	0	0	0	0	0	0	0
TCGA-DQ-5630	0.113002527501888	0	0	0	0.441644244871001	0	0	0	0	0	0	0	0.239156134924913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7253	0	0	0	0	0	0	0	0.281310791193318	0	0	0	0	0	0	0	0.330629513027503	0	0	0	0	0	0	0.0921220961567339	0	0	0	0	0	0.0708020677330466	0
TCGA-C9-A47Z	0.269085723005788	0	0	0	0	0	0.0675907872269923	0.395101373511434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-A4CB	0.158087113589073	0.107930857977391	0	0	0.360568898707555	0	0	0	0	0	0	0	0.174512677828249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-P3-A6T8	0	0	0	0	0	0	0	0.208203905630839	0.0639870192880954	0	0.188971803254955	0	0	0	0	0.491391422804275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UF-A7JK	0.180318575564623	0	0	0	0	0	0.063420909232517	0	0.129311061573538	0	0	0	0	0	0	0.398898985468466	0	0.0735773658453704	0	0	0	0	0	0	0.119694986086356	0	0	0	0	0
TCGA-D6-6823	0	0	0	0	0	0	0	0	0	0.0923194479007576	0	0	0	0	0	0.785356680934156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5558	0.125575729168217	0.527359394991678	0.0816022360573926	0	0	0	0	0	0	0	0	0	0.221171760646792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-P3-A6SW	0.223533665761935	0.327864776848078	0	0	0	0.0735004047749003	0	0	0	0	0	0	0.174266512261757	0	0	0	0	0	0	0	0	0.063521277870309	0	0	0	0	0	0	0	0
TCGA-CV-6948	0.0755377689279311	0.133805957261149	0.119091198284865	0	0	0	0	0	0	0	0.102904942403064	0	0.177142290867924	0	0	0.083107978528248	0	0.126087392923565	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7383	0.139555333483559	0	0	0	0	0	0	0	0	0	0.115598973023204	0	0	0	0	0.669449694686712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-A8YP	0	0.124567303729323	0	0	0.233649721215875	0	0.101349427030777	0	0	0	0	0	0.118966750281972	0	0	0	0.137942563782995	0	0	0	0	0	0	0	0	0.0724070464821498	0	0	0	0
TCGA-CN-5361	0.128344461566892	0.161220687106173	0	0	0	0	0	0	0	0	0	0	0.108461963887318	0	0	0.511700057916658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-A49A	0.117724222660478	0.202615334417217	0.161263836404428	0	0	0	0	0	0	0	0	0	0.265231336598806	0	0	0.0748995256696017	0	0	0	0	0	0	0	0	0	0	0	0	0.0718450008983312	0
TCGA-CV-5442	0.0873108900866682	0.572895822710001	0.0616661444959457	0	0	0	0	0	0	0	0	0	0.183619423725238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7411	0	0.130924105229082	0	0	0.359076775990851	0	0.0724901515462619	0	0	0	0	0	0.107931833678808	0	0	0	0	0.084501192231083	0	0	0	0	0	0	0	0	0	0	0	0.0922820820837152
TCGA-CV-6943	0	0.312945940681858	0	0	0	0	0	0	0	0	0	0.108030486079699	0.354567463195603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106158552446619
TCGA-QK-A64Z	0.127440737639205	0.162077734964808	0.128633154370233	0	0	0	0.092887421808542	0	0	0	0	0	0.328699546560478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4723	0	0.329070723608892	0	0	0.07847464381327	0	0	0	0	0	0	0	0.555477664914531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-KU-A66S	0	0	0.807814571595475	0	0	0	0	0	0	0	0	0	0.0933219610923862	0	0	0	0	0	0	0	0	0	0	0.084143090991243	0	0	0	0	0	0
TCGA-CR-5247	0.212367994315453	0	0	0	0.0648192113374942	0	0.0627205547441402	0	0	0	0	0	0	0	0	0.386705481620479	0	0	0	0	0	0	0	0	0	0	0.0934526353228266	0	0	0
TCGA-F7-7848	0	0	0.0811224620647754	0.259427003477989	0.218902817753062	0	0	0.102586786842223	0	0	0	0	0	0	0	0.199662876871516	0	0.0693533954074781	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IQ-A6SG	0.141414465417308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699063255683975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-5374	0.156022174555667	0.373585293752467	0	0	0	0	0	0	0	0	0	0	0.242694119261203	0	0	0.153333792443515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-F7-A623	0.106821857028205	0.182434318241877	0	0	0	0	0	0	0	0	0	0	0.0666527458091008	0	0	0.578911010549093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7235	0.10042128220653	0.0868291923031785	0	0	0	0	0	0	0	0	0	0	0.147454180062734	0	0	0.641303469509828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7413	0.23488169017794	0.243985028488478	0	0	0	0	0	0	0	0	0.214396866987788	0	0	0	0	0	0	0	0	0	0.141022142150331	0	0	0.0791818433303028	0	0	0	0	0	0
TCGA-P3-A5Q6	0.143955654863816	0.114826341626002	0.0664855683163497	0	0	0	0	0	0	0	0	0	0	0	0	0.634309745892757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-5966	0.10960522191429	0.110101462760297	0	0	0	0	0	0	0	0	0	0	0.13186009915952	0	0	0.572023441181527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-7269	0.103255708550273	0	0.17324218699801	0	0	0	0	0	0.154332345361357	0	0.0603512549142339	0.202168813267871	0.129548089441361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-A4IG	0	0.120441343975723	0	0	0.0688875162409802	0	0	0.289169488335011	0.243582719491642	0	0	0	0.156030982423256	0	0	0.097525583351062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A45V	0.198299079138089	0.203436094568146	0	0	0	0	0	0	0	0	0.10532614050969	0	0.130208424559313	0	0	0	0.0942206559667155	0.0695207744939352	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4734	0.278869019519837	0.157771219644925	0.125000001374197	0	0	0	0	0	0	0	0	0	0.329412474019289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-5330	0.161125818172212	0.0907749198656166	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532849667554957	0	0	0.0971638552544913	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-6467	0.297186705361021	0.060357395595424	0.0674922584684605	0	0	0	0	0	0	0	0	0	0	0	0	0.15017538056958	0	0	0.0848251972256546	0	0	0	0.0930949669098505	0	0	0	0	0	0	0.120189190174437
TCGA-BA-5149	0	0	0	0	0	0	0	0	0	0	0	0	0.211963679481666	0	0	0.668578165774057	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A6JN	0.0776072384969503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878384746011368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-5326	0.0815193142727057	0.2197764706739	0.0609414823022283	0	0	0	0	0	0	0	0	0	0.394457173752643	0	0	0.0720068931722123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-5363	0	0	0.297355337172922	0.0906053011823846	0	0	0.0707486379674627	0.294416032551237	0	0	0	0	0.0955516756927596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067167203549824
TCGA-BA-A6DA	0	0	0.0671512700519867	0.439003517871155	0	0	0	0.0687895896172823	0	0	0	0	0	0	0	0.258938435288889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CX-7082	0.063050423518758	0	0	0	0	0	0	0	0	0	0	0	0.0683926351597986	0	0	0.731037988333443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6938	0.281844307730778	0.0703788734899839	0	0	0.409171458034017	0	0	0	0	0	0	0	0.130011703387624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0791228951704199
TCGA-QK-A8Z7	0.123600403912699	0	0	0	0	0	0.0934158649046194	0	0	0	0	0	0	0	0	0.439510840000214	0	0	0.0768916768927271	0	0	0	0	0.122731012721286	0	0	0	0	0	0
TCGA-CV-5977	0.290148159583913	0.0860403192389256	0.0846456797935889	0	0	0	0	0	0	0	0.0684251548634398	0	0.242067120877457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7373	0.189965034391059	0.205849758409672	0.0955397450873209	0	0	0	0	0	0	0	0	0	0.415491892440645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A460	0.104841568326749	0.104003390042239	0	0	0	0	0	0	0	0	0	0	0	0	0	0.569375771423073	0	0.123395681386508	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A45Z	0	0	0	0.458486764394509	0.24248956603782	0	0	0	0	0	0	0	0.0683575516571696	0	0	0.0803913313925347	0	0.0743572615067035	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-5430	0.0827626273120944	0.147452184470754	0	0	0	0	0	0	0	0	0	0	0.33928944114042	0	0	0.285042527069722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-QK-A6IJ	0.472816190503048	0.0761611515313737	0	0	0	0	0	0	0	0	0	0	0	0	0	0.413957282143229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BB-4223	0	0.398500001860312	0	0	0	0	0	0	0	0	0	0	0.551394318428003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A6JM	0	0.530927093437178	0.15050706834156	0	0	0	0.0806276553582153	0	0	0	0	0	0.150877906469821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D6-6825	0.276255029334398	0	0	0	0.292496116240191	0	0	0	0	0	0	0	0.0736487965717514	0	0	0.170189238589262	0	0	0.0616316688615167	0	0	0	0	0	0	0	0	0	0.0883868750005119	0
TCGA-BA-4078	0	0.0714184557002554	0.226471934617491	0.462177554685422	0	0	0	0	0	0	0	0	0	0	0	0.0603768883618551	0	0	0.0637976510203156	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-A49B	0.157496631742004	0.0886942596618283	0	0	0	0	0	0	0	0	0	0	0.252895124057638	0	0	0.453887566147819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7423	0.199854768733197	0.201292281810849	0.130057857821227	0	0	0	0	0	0	0	0	0	0.0883361917308454	0	0	0	0	0	0.117503591244728	0	0	0	0	0	0	0.165114068027217	0	0	0	0
TCGA-CN-6988	0	0	0.119249356892337	0.345447169787097	0	0	0	0	0.0784202495199176	0	0	0	0	0	0	0	0	0	0.0726905576125036	0	0	0	0	0	0	0.0836605034062741	0	0	0	0
TCGA-BA-4077	0	0.322727697143513	0.116563863488759	0	0	0	0	0	0	0	0	0	0.4829283491606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7104	0.244115409201568	0.226969802989933	0.181993845352746	0	0	0	0	0	0	0	0	0	0.125012658494031	0	0	0	0	0.171369718203923	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-QK-AA3K	0.159936949418634	0	0	0	0	0	0	0	0	0	0	0	0.0942057297704998	0	0	0.543662633993376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-5441	0	0	0	0.399694080308262	0	0	0	0.207353564212368	0	0	0	0.135541458817546	0	0.0919376608985412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DQ-5629	0	0.0651925933950813	0.186008333381376	0.165191357285251	0	0	0	0	0	0	0	0	0.0694224171308067	0	0	0.0804693362933937	0	0	0	0	0	0	0	0	0.14892895046391	0	0	0	0	0
TCGA-CN-A641	0	0	0	0.149537116652205	0.150383727295314	0	0	0.177239335639162	0	0	0	0	0	0	0	0.0810039322835607	0	0.151414930100763	0	0	0	0	0	0	0	0	0	0	0	0.13482745328618
